C.D.S.  -  SIMBAD4 rel 1.8  -  2022.07.06CEST07:39:17

splum = 'V' & sptype <= 'K9' & sptype  >= 'K0' &
dec <  24 & dec  > -24
------------------------------------------------------------------------

Number of objects : 2648

 #  	            identifier             	      typ       	     coord1 (ICRS,J2000/2000)      	      coord2 (FK5,J2000/2000)      	      coord4 (Ecl,J2000/2000)      	  Mag U  	  Mag B  	  Mag V  	  Mag R  	  Mag I  	  spec. type   	#bib	#not
----	-----------------------------------	----------------	-----------------------------------	-----------------------------------	-----------------------------------	---------	---------	---------	---------	---------	---------------	----	----
1190	LP 794-17                          	HighPM*         	180.9562883216812 -16.5372251876369	180.9562963364001 -16.5372276228055	187.6006072122805 -14.7609242221170	     ~   	12.05    	10.706   	10.444   	     ~   	K5V            	  20	   0
1191	HD 104440                          	HighPM*         	180.3875040607300 -19.4023309912800	180.3875123747087 -19.4023334816140	188.3236736618728 -17.5927705166181	     ~   	10.48    	9.50     	8.92     	9.079    	K2V            	  10	   0
1192	HD 104712                          	Star            	180.8885300978600 -17.2221685277100	180.8885381843931 -17.2221709694630	187.8316347914233 -15.4117652205674	     ~   	10.88    	9.80     	     ~   	     ~   	K0V            	   6	   0
1193	HD 105065                          	HighPM*         	181.4610842252083 -18.8752579260642	181.4610924976563 -18.8752603120723	189.0591905396641 -16.6913816457982	12.571   	11.372   	10.016   	9.171    	8.409    	K5V            	  46	   0
1194	HD 105110                          	HighPM*         	181.5375733022600 -23.6024138831200	181.5375821074420 -23.6024162616628	191.2269666995089 -20.9509117670562	     ~   	9.46     	8.58     	     ~   	     ~   	K1V            	   3	   0
1195	HD 106023                          	HighPM*         	182.9975516508100 +23.0931784259800	182.9975556017635 +23.0931761907270	173.0556487599295 +22.2715080950413	     ~   	9.51     	     ~   	8.2      	     ~   	K0V            	  24	   0
1196	HD 106185                          	HighPM*         	183.2666886740500 +16.3920994803000	183.2666933693460 +16.3920972716227	176.2903388617735 +16.3000343375101	     ~   	10.86    	10.09    	     ~   	     ~   	K0V            	   5	   0
1197	BD+09 2607B                        	HighPM*         	183.6079740440100 +08.7852012883500	183.6079795279476 +08.7851991134428	179.7854474514269 +09.4894376187198	     ~   	10.62    	9.840    	9.550    	     ~   	K3V            	  10	   0
1198	LP 554-65                          	HighPM*         	184.3954197201099 +07.6224574195200	184.3954253177026 +07.6224553228225	180.9815065277309 +08.7379377298146	     ~   	     ~   	     ~   	10.556   	     ~   	K5V            	  10	   0
1199	BD+06 2573                         	**              	183.99299984 +05.64015146          	183.99300564 +05.64014932          	181.41289266 +06.76142276          	     ~   	10.66    	9.48     	9.2      	     ~   	K5V            	  70	   0
1200	BD+06 2573B                        	HighPM*         	183.9931940431758 +05.6404464721747	183.9931998422839 +05.6404443354774	181.4129523523467 +06.7617704182702	     ~   	11.80    	10.43    	9.170    	     ~   	K7.0V          	   7	   0
1201	BD+01 2684                         	Eruptive*       	185.1063869480962 +00.5835684815849	185.1063932508359 +00.5835664558418	184.4554035158301 +02.5646723223361	     ~   	11.35    	10.13    	9.538    	8.71     	K7V            	  53	   0
1202	LP 614-65                          	HighPM*         	184.3141729274599 +00.1773338729500	184.3141792709224 +00.1773317681644	183.8889571161613 +01.8774870652005	     ~   	     ~   	     ~   	10.0     	     ~   	K3V            	   9	   0
1203	HD 106029                          	HorBranch*      	183.0077363879300 -01.0979272843400	183.0077428573760 -01.0979295185881	183.1961556491544 +00.1883737723972	     ~   	10.41    	9.56     	     ~   	     ~   	K0V            	  11	   0
1204	LP 674-115                         	HighPM*         	183.2159263074900 -07.0385346627800	183.2159333675348 -07.0385368764734	185.7526321782337 -05.1796354147123	     ~   	12.78    	11.173   	10.748   	     ~   	K5V            	   8	   0
1205	HD 106515                          	**              	183.77736201 -07.25731937          	183.77736909 -07.25732153          	186.35318521 -05.15820269          	     ~   	     ~   	     ~   	     ~   	     ~   	K0-V           	  58	   0
1206	BD-07 3382                         	HighPM*         	184.3133610718699 -07.8122030470100	184.3133682153281 -07.8122051518763	187.0647094056036 -05.4553791642132	     ~   	11.550   	10.430   	10.220   	     ~   	K4V            	  18	   0
1207	V* HU Vir                          	RSCVnV*         	183.3362145262200 -09.0796891462000	183.3362217927398 -09.0796913480039	186.6823408030236 -07.0033527416303	     ~   	9.69     	8.71     	     ~   	7.639    	K1V            	 140	   0
1208	HD 105915                          	HighPM*         	182.8563860747100 -19.7424582315700	182.8563944624179 -19.7424604807424	190.6867634653321 -16.9335060299847	     ~   	11.08    	10.18    	     ~   	     ~   	K1V            	   3	   0
1209	HD 107387                          	HighPM*         	185.1987146553099 -19.8416972112900	185.1987230855328 -19.8416992277956	192.8223877865256 -16.1117161501393	     ~   	11.04    	10.56    	     ~   	     ~   	K3V            	  13	   0
1210	HD 107388                          	HighPM*         	185.1951244394629 -19.8960621628394	185.1951328757914 -19.8960641797043	192.8425247898812 -16.1626354435016	     ~   	10.04    	8.97     	     ~   	     ~   	K3Vk:          	  21	   0
1211	HD 106855                          	**              	184.34989632 -21.05839633          	184.34990487 -21.05839843          	192.59253441 -17.54853925          	     ~   	10.40    	9.283    	9.60     	8.079    	K1V            	  28	   0
1212	LP 852-59                          	HighPM*         	184.2024882637600 -22.4862930654400	184.2024969835275 -22.4862951813367	193.0894396387706 -18.9031165705622	     ~   	12.06    	11.024   	10.579   	9.32     	K7V            	  10	   0
1213	BD-22 3332                         	HighPM*         	184.4740864845004 -23.3142965441064	184.4740953056056 -23.3142986329685	193.6982640087708 -19.5494264750066	     ~   	11.24    	10.085   	10.027   	     ~   	K4V            	   8	   0
1214	Wolf 425                           	HighPM*         	188.3825740430987 +23.8349812534758	188.3825778254275 +23.8349795585548	177.5703092612381 +25.0748033740210	     ~   	     ~   	     ~   	10.338   	     ~   	K4V            	  22	   0
1215	BPM 88223                          	HighPM*         	187.0460137501299 +23.9768781697300	187.0460175334511 +23.9768763391153	176.2892805850273 +24.6717290864643	     ~   	12.16    	11.111   	10.769   	     ~   	K4V            	   4	   0
1216	BD+21 2415                         	HighPM*         	185.8619804927041 +20.2908935698128	185.8619847252617 +20.2908916198193	176.9292478439946 +20.8716276251783	     ~   	11.09    	     ~   	9.663    	     ~   	K4V            	  21	   0
1217	BD+22 2471                         	HighPM*         	186.3957647009500 +21.8323071154400	186.3957687484653 +21.8323052191647	176.7083009760355 +22.4784592434044	     ~   	11.20    	     ~   	9.736    	     ~   	K4V            	  22	   0
1218	HD 108984                          	HighPM*         	187.8262367166400 +20.2178124596200	187.8262409341712 +20.2178107081008	178.7532276033184 +21.5861782734007	     ~   	8.76     	     ~   	7.4      	     ~   	K0V            	  31	   0
1219	Ross 961                           	HighPM*         	187.6612825940400 +20.3693195510700	187.6612867959567 +20.3693177828009	178.5334023927024 +21.6577971477536	     ~   	     ~   	     ~   	10.500   	     ~   	K5V            	  21	   0
1220	HD 107906                          	HighPM*         	185.9868543529800 +16.4173254436700	185.9868590165622 +16.4173235062284	178.7610500386724 +17.4039207867683	     ~   	9.73     	     ~   	8.4      	     ~   	K1V            	  21	   0
1221	HD 107810                          	HighPM*         	185.8228886899900 +13.9541759453900	185.8228936209305 +13.9541739914691	179.6684369490063 +15.0945083656719	     ~   	11.10    	     ~   	9.7      	     ~   	K2V            	   7	   0
1222	HD 107888                          	HighPM*         	185.9731360744700 +12.5802528724500	185.9731411499716 +12.5802509336291	180.3862860624029 +13.9003323915216	13.031   	11.82    	10.385   	9.476    	8.562    	K5V            	  63	   1
1223	LP 555-80                          	HighPM*         	186.9815803958400 +07.2159847512800	186.9815860233511 +07.2159829141484	183.5257327450109 +09.3933765483958	     ~   	13.0     	     ~   	11.636   	     ~   	K4V            	   4	   0
1224	BD+04 2612                         	HighPM*         	186.0499008617300 +03.9306401946600	186.0499068268352 +03.9306382635592	183.9901928613433 +06.0108771305750	     ~   	11.87    	10.609   	10.179   	     ~   	K7V            	  25	   0
1225	StKM 2-836                         	HighPM*         	187.0464527832000 -04.6843490018400	187.0464596192451 -04.6843508324102	188.3205083797581 -01.5066737912140	     ~   	12.36    	11.11    	10.76    	     ~   	K5V            	   5	   0
1226	BD-06 3580                         	HighPM*         	187.1935675478900 -07.5129010346100	187.1935746740200 -07.5129028502918	189.5743057375369 -04.0471543378834	     ~   	11.972   	10.868   	10.591   	9.786    	K5V            	  20	   0
1227	BD-14 3519                         	HighPM*         	186.9175607693699 -15.7678391938200	186.9175687659374 -15.7678410374244	192.6506638476079 -11.7247748367770	     ~   	11.7     	10.623   	10.357   	     ~   	K4V            	  16	   0
1228	HD 108564                          	HighPM*         	187.0796686468870 -16.9110493171275	187.0796767705375 -16.9110511443371	193.2687876646855 -12.7077135133109	     ~   	10.43    	9.502    	9.676    	     ~   	K5Vmetalweak   	  96	   0
1229	HD 108581                          	HighPM*         	187.1316424884400 -18.2972895906400	187.1316507670283 -18.2972914125902	193.8932542348350 -13.9546729163387	11.674   	10.459   	9.227    	8.491    	7.881    	K5Vk:          	  44	   0
1230	BPM 75389                          	HighPM*         	187.7185448589200 -18.3458702381300	187.7185531490519 -18.3458720005860	194.4379561424052 -13.7727068228451	     ~   	11.81    	11.100   	10.825   	     ~   	K7V            	   3	   0
1231	HD 107844                          	HighPM*         	185.9151832777500 -20.0881040040700	185.9151917449449 -20.0881059487166	193.5666422530347 -16.0587647948295	     ~   	8.77     	7.86     	     ~   	     ~   	K1V            	  18	   0
1232	CD-22 9419                         	HighPM*         	185.8676567958800 -23.1613626292700	185.8676656199505 -23.1613645786929	194.8612654081843 -18.8734070317223	     ~   	12.03    	10.726   	10.359   	9.131    	K6Ve           	  29	   0
1233	HD 110067                          	HighPM*         	189.8395986915799 +20.0277877712900	189.8396029098857 +20.0277862253410	180.6856564126424 +22.2148675753384	     ~   	9.22     	8.43     	     ~   	     ~   	K0V            	  16	   0
1234	HD 110106                          	SB*             	189.9044664617900 +19.9297011673600	189.9044706908561 +19.9296996280673	180.7901367803573 +22.1517989505062	     ~   	9.75     	8.80     	     ~   	     ~   	K3V            	  11	   0
1235	HD 110376                          	SB*             	190.4044840368700 +19.8513964183600	190.4044882702554 +19.8513949304414	181.2861399113782 +22.2797049100639	     ~   	9.94     	8.99     	     ~   	     ~   	K3V            	  20	   0
1236	Ross 963                           	HighPM*         	190.3605628117000 +21.6138564908800	190.3605668382555 +21.6138549984441	180.4309831495927 +23.8573610090537	     ~   	     ~   	     ~   	11.304   	     ~   	K4V            	  15	   0
1237	HD 109451                          	HighPM*         	188.6855420643600 +15.8072752052900	188.6855467703875 +15.8072735412586	181.5029281124413 +17.9219782972282	     ~   	9.59     	     ~   	8.1      	     ~   	K1V            	  16	   0
1238	HD 110315                          	HighPM*         	190.2770212232167 +15.3766662008581	190.2770259645132 +15.3766646998324	183.1583387556763 +18.1622439418476	10.082   	9.029    	7.926    	7.205    	6.63     	K4.5V          	  95	   0
1239	HD 110601                          	HighPM*         	190.8411101294699 -02.7148877023100	190.8411167705710 -02.7148891452748	191.0290523095410 +01.7922138916864	     ~   	10.35    	9.48     	     ~   	     ~   	K2V            	   5	   0
1240	SA 104-453                         	Star            	190.6882951191799 -00.4259803485400	190.6883015241623 -00.4259818072478	189.9915924929677 +03.8388740630017	     ~   	13.01    	12.30    	12.05    	     ~   	K2V            	   3	   0
1241	G 104-454                          	HighPM*         	190.7154735469300 -00.4302693283900	190.7154799523592 -00.4302707842986	190.0183382996899 +03.8455744287487	     ~   	12.65    	12.00    	11.72    	     ~   	K2V            	   3	   0
1242	BD-02 3569                         	HighPM*         	191.0933222265599 -03.0018548948100	191.0933288976380 -03.0018563117694	191.3731978332948 +01.6264667439880	     ~   	11.70    	10.42    	10.360   	     ~   	K5V            	  18	   0
1243	BD-02 3566                         	Star            	190.9588567843500 -02.9584803033100	190.9588634507684 -02.9584817341374	191.2325832043593 +01.6139459731651	     ~   	11.498   	10.645   	10.453   	     ~   	K5V            	   8	   0
1244	HD 110557                          	HighPM*         	190.7871030644400 -05.7402352969800	190.7871100189559 -05.7402367455097	192.1618080942326 -01.0136386227033	     ~   	10.46    	9.66     	     ~   	     ~   	K0V            	  25	   0
1245	LP 676-6                           	HighPM*         	191.0792292550400 -07.4836060114000	191.0792363925639 -07.4836074298132	193.1106098767114 -02.5050190656850	     ~   	12.27    	11.58    	     ~   	     ~   	K3V            	  12	   0
